No,CPA Pretty Well ID,Reference (KB) Elev. (ft),Ground Elevation (ft),MD (All Wells) (ft),TVD (ft),Bot-Hole direction (N/S)/(E/W),Bot-Hole Easting (NAD83),Bot-Hole Northing (NAD83),On Prod YYYY/MM/DD,First Prod YYYY/MM,Last Prod. YYYY/MM,Stimulation Fluid,Total Proppant Placed (tonne),Avg Proppant Placed per Stage (tonne),Total Fluid Pumped (m3),Avg Fluid Pumped per Stage (m3),Stages Actual,Completed Length (m),Avg Frac Spacing (m),Load Fluid Rec (m3),Load Fluid (m3),Avg Fluid Pumped / Meter (m3),Avg Proppant Placed / Meter (tonne),Proppant Composition,Proppant Name 1,Proppant Size 1,Avg Proppant 1 Placed (tonne),Total Proppant 1 Placed (tonne),Total Ceramic Proppant Placed (tonne),Total Sand Proppant Placed (tonne),First 6 mo. Avg. GAS (Mcf),GAS_MONTH_1,GAS_MONTH_2,GAS_MONTH_3,GAS_MONTH_4,GAS_MONTH_5,GAS_MONTH_6,GAS_MONTH_7,GAS_MONTH_8,GAS_MONTH_9,GAS_MONTH_10,GAS_MONTH_11,GAS_MONTH_12,GAS_MONTH_13,GAS_MONTH_14,GAS_MONTH_15,GAS_MONTH_16,GAS_MONTH_17,GAS_MONTH_18,GAS_MONTH_19,GAS_MONTH_20,GAS_MONTH_21,GAS_MONTH_22,GAS_MONTH_23,GAS_MONTH_24,GAS_MONTH_25,GAS_MONTH_26,GAS_MONTH_27,GAS_MONTH_28,GAS_MONTH_29,GAS_MONTH_30,GAS_MONTH_31,GAS_MONTH_32,GAS_MONTH_33,GAS_MONTH_34,GAS_MONTH_35,GAS_MONTH_36,Last 6 mo. Avg. GAS (Mcf),CND_MONTH_1,CND_MONTH_2,CND_MONTH_3,CND_MONTH_4,CND_MONTH_5,CND_MONTH_6,CND_MONTH_7,CND_MONTH_8,CND_MONTH_9,CND_MONTH_10,CND_MONTH_11,CND_MONTH_12,CND_MONTH_13,CND_MONTH_14,CND_MONTH_15,CND_MONTH_16,CND_MONTH_17,CND_MONTH_18,CND_MONTH_19,CND_MONTH_20,CND_MONTH_21,CND_MONTH_22,CND_MONTH_23,CND_MONTH_24,CND_MONTH_25,CND_MONTH_26,CND_MONTH_27,CND_MONTH_28,CND_MONTH_29,CND_MONTH_30,CND_MONTH_31,CND_MONTH_32,CND_MONTH_33,CND_MONTH_34,CND_MONTH_35,CND_MONTH_36,HRS_MONTH_1,HRS_MONTH_2,HRS_MONTH_3,HRS_MONTH_4,HRS_MONTH_5,HRS_MONTH_6,HRS_MONTH_7,HRS_MONTH_8,HRS_MONTH_9,HRS_MONTH_10,HRS_MONTH_11,HRS_MONTH_12,HRS_MONTH_13,HRS_MONTH_14,HRS_MONTH_15,HRS_MONTH_16,HRS_MONTH_17,HRS_MONTH_18,HRS_MONTH_19,HRS_MONTH_20,HRS_MONTH_21,HRS_MONTH_22,HRS_MONTH_23,HRS_MONTH_24,HRS_MONTH_25,HRS_MONTH_26,HRS_MONTH_27,HRS_MONTH_28,HRS_MONTH_29,HRS_MONTH_30,HRS_MONTH_31,HRS_MONTH_32,HRS_MONTH_33,HRS_MONTH_34,HRS_MONTH_35,HRS_MONTH_36
155,57,3096,3070,15361,10136,0.011105746,0.848718117,0.226241282,2015/11/15,2015/11/01,2021/07/31,Water: TWS-Nitrified Foam (NF),2752.9,125.13,3467.52,157.61,22,1528.75,72.79,1051.85,3467.5,2.27,1.8,Ceramic/Sand,HydroProp,40/80,13.89,305.6,305.6,2447.3,41391.41667,133101,101331,68718,94479,83919,52233,42618,25767,31362,28377,7755,5076,9180,29580,24558,18201,39342,37452,36675,14307,12591,0,7599,7713,8724,17982,11766,12639,19035,13023,10164,10596,11628,9672,10308,9246,10269,44043,1170,51,21,18,3,0,12,9,21,0,21,15,15,120,111,0,9,33,21,3,0,0,12,0,0,33,327,222,2862,2040,2484,2232,2154,2274,1809,72,312,720,696,735,720,744,720,738,743,637,487,718,744,722,630,744,720,640,696,744,0,168,577,320,744,628,537,744,572,732,704,700,744,720,504
157,58,3096,3070,16027,10150,0.009403719,0.855443489,0.22610898,2015/11/15,2015/11/01,2021/07/31,Water: TWS-Nitrified Foam (NF),3009.9,125.41,3990.75,166.28,24,1728.4,75.14,1098.38,3990.8,2.31,1.74,Ceramic/Sand,HydroProp,40/80,14.43,346.2,346.2,2663.7,51822.5,132714,56106,50985,47727,99165,78588,75033,70452,63762,63291,63525,77064,59622,69048,47250,25158,50367,39063,83811,47160,55071,0,23475,19797,32358,42696,30183,38193,44976,49716,53064,31614,27843,19629,18348,17856,28059,41142,492,45,15,21,3,0,15,6,27,0,123,60,12,63,63,0,9,57,39,6,0,0,21,0,0,42,306,123,3234,3114,2808,2076,453,3405,1731,72,473,515,96,406,720,744,720,737,739,720,492,718,744,738,670,744,720,666,696,240,0,168,541,672,744,628,537,744,572,384,298,700,740,720,744
159,59,3096,3069,14931,10153,0.017125588,0.834175886,0.22661173,2015/11/26,2015/11/01,2021/07/31,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,174462,164913,95859,76599,37026,11463,6909,11535,13305,22401,7161,15525,39171,0,29400,18804,37422,0,0,0,0,0,25593,28989,10920,24867,19494,2913,19368,16695,16599,17106,25437,19566,13113,8958,16796.5,48924,1245,60,12,9,3,0,9,3,24,0,42,93,0,45,0,0,0,0,0,0,0,0,72,0,0,75,129,171,2709,2592,2979,2697,2268,1911,1968,88,474,720,696,617,523,744,720,738,741,701,483,697,0,666,384,432,0,0,0,0,0,168,568,672,744,604,537,744,572,732,684,696,740,720,744
161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,2015/11/26,2015/11/01,2021/07/31,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,177081,113091,82296,82110,70608,44769,39624,36627,29541,32265,16884,25323,15642,56406,18111,21246,9294,9549,7233,7446,10830,0,19191,13653,5865,2475,147,336,13059,15702,0,12666,14937,13005,8535,9120,9710.5,28539,1026,57,15,12,0,0,15,6,24,0,78,42,18,51,84,0,3,18,12,0,0,0,3,0,0,3,39,198,3549,0,1401,3549,1317,2475,2598,87,312,712,696,738,720,744,720,744,737,700,492,713,744,738,574,432,336,665,696,744,0,168,582,482,744,516,537,264,404,0,222,700,740,720,744
163,61,3096,3069,15597,10188,0.024193548,0.820216328,0.226804513,2015/11/15,2015/11/01,2021/07/31,Water: TWS-Nitrified Foam (NF),2757.7,125.35,3317.17,150.78,22,1568.87,74.7,1257.8,3314.52,2.11,1.76,Ceramic/Sand,HydroProp,40/80,14.2,312.4,312.4,2445.3,24816.75,132642,70743,73800,58488,42492,23046,26484,18081,13296,11781,3993,12657,26070,50388,6519,5625,11541,30294,31554,27522,23133,0,33903,24132,23331,25296,16953,20553,17670,8898,11658,6648,14637,10053,5325,8601,9487,49077,537,45,9,9,0,0,9,3,9,0,12,72,12,6,0,0,12,39,60,12,0,0,18,0,0,66,612,177,987,2481,1101,2661,1680,1044,1866,72,96,672,696,738,720,744,712,737,729,668,489,708,744,672,456,744,720,617,720,552,0,168,475,672,744,628,537,744,524,732,684,700,740,720,744
165,62,3096,3069,15098,10163,0.01784973,0.82707711,0.226668431,2015/11/26,2015/11/01,2021/07/31,Water: TWS-Nitrified Foam (NF),2505.1,125.26,2982.33,149.12,20,1407.16,74.06,2100.26,2964.69,2.12,1.78,Ceramic/Sand,HydroProp,40/80,12.75,254.9,254.9,2250.2,37586.83333,175182,75360,80628,76398,47778,28884,31461,18780,18285,13875,3672,123471,35781,56157,19893,7971,13827,17268,0,0,0,0,4617,13758,5097,57,20160,19296,19623,18549,17607,13602,13473,10641,10767,11886,12996,43428,573,51,12,9,0,0,12,6,6,0,12,105,24,33,3,0,0,0,0,0,0,0,27,0,0,114,711,153,3003,2247,1827,1230,1155,1737,2169,88,312,720,696,739,720,744,720,738,734,701,448,718,744,726,408,432,24,0,0,0,0,168,501,648,312,628,537,744,572,732,684,696,740,720,744
167,63,3038,3017,15978,10120,3.768548387,0.81370433,0.280243437,2014/04/03,2014/04/01,2021/07/31,Oil: HAL-My-T-Oil,1097.58,60.98,2357.32,130.96,18,1231.63,72.44,1905.65,2349.27,1.91,0.89,Ceramic/Sand,EconoProp,30/50,29.97,539.47,539.47,558.11,18377.41667,76314,0,0,0,61299,30021,66648,60996,67233,45303,28620,0,0,82959,52899,35529,21573,13914,22512,25956,15099,6555,2820,15192,15246,11409,25284,12528,15810,14955,15594,16266,33993,28341,22218,20304,22786,20601,0,0,0,20205,4224,26883,14466,0,0,0,0,0,0,0,621,4455,7167,2151,0,0,0,0,0,0,0,0,0,0,12,27,6,12,6,9,12,515,0,0,0,487,31,33,439,443,439,351,0,0,273,338,523,444,426,471,264,615,630,679,664,710,314,664,647,587,658,468,620,623,634,649,683
168,64,3050,3017,14324,10075,7.927374302,0.804820602,0.275665766,2015/09/30,2015/09/01,2021/07/31,Oil: CWS-DynaGel,1714,100.82,5166.8,303.93,17,1138.6,71.16,2599.62,5097.2,4.54,1.51,Ceramic/Sand,EconoProp,30/50,25.09,426.6,426.6,1287.4,28811.16667,43734,66570,111099,54441,32166,27711,41748,26772,13683,7143,8214,17217,24255,17424,12063,5499,9624,6822,16269,0,0,0,0,0,50385,28275,25170,15051,7818,303,7392,14850,19971,23484,17850,10011,15593,0,0,0,0,0,0,0,0,0,0,0,0,18,66,12,0,15,12,3,0,0,0,0,0,0,9,0,0,0,0,3,1857,1635,1620,1410,1287,15,468,464,735,738,696,739,718,744,720,637,691,651,426,622,744,732,672,744,0,0,0,0,0,408,622,573,674,695,268,677,551,708,649,680,687
170,65,3123,3100,15495,10277,0.024408015,0.764357581,0.228176681,2015/12/04,2015/12/01,2021/07/31,Water,2750,125,3458.6,157.21,22,1499.13,71.38,152,3445,2.31,1.83,Ceramic/Sand,HydroProp,40/80,12.5,275,275,2475,38735.75,60552,70008,78255,66600,48834,40899,23106,19668,25098,22158,28479,44634,45819,29802,43572,20304,12291,20955,23451,25929,0,28653,29025,12297,0,38220,37539,28860,20274,16842,11379,9459,15993,14409,12459,11688,12564.5,24675,45,0,0,0,0,0,0,0,3,9,33,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2982,1875,1374,894,2640,2082,900,1905,124,696,696,739,709,744,720,738,743,714,498,670,744,744,624,744,720,664,696,192,0,624,592,408,0,720,636,744,526,728,684,508,744,720,360,456
172,66,3123,3100,15840,10267,0.017179024,0.7715097,0.227949876,2015/12/04,2015/12/01,2021/07/31,Water,2776.58,126.21,3535.4,160.7,22,1559.65,74.26,217.72,3500.8,2.27,1.78,Ceramic/Sand,HydroProp,40/80,12.5,275.1,275.1,2501.48,52996.16667,80115,80193,77760,82443,77250,64191,42582,41949,42615,38469,34335,55116,34647,25266,38724,24315,14406,18456,13092,19863,0,18393,28722,33816,37026,23727,12888,18774,10461,27120,21876,18186,12645,9789,6318,8352,12861,26739,51,0,0,0,0,3,3,0,6,15,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206,4953,4656,3027,1137,1392,903,1287,120,696,696,738,716,744,712,738,741,716,498,670,744,744,576,744,720,665,720,192,0,624,590,672,744,720,636,744,454,728,684,440,744,720,744,696
174,67,3123,3104,14970,10279,0.039497307,0.750931458,0.228448846,2015/12/04,2015/12/01,2021/07/31,Water,2375,125,2963,155.95,19,1331.48,73.97,0,2963,2.23,1.78,Ceramic/Sand,HydroProp,40/70,12.5,237.5,237.5,2137.5,49976.41667,95790,64671,80211,68598,77775,61440,46668,43785,50499,56418,43128,41352,42378,42807,18303,25062,11760,13446,20397,23085,0,32895,27867,15039,14520,23445,21084,13905,14028,18033,12138,10593,14517,9825,8700,10560,11055.5,26154,39,0,0,0,0,3,0,0,6,9,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725,2826,1857,963,2577,1827,1419,1920,101,336,696,738,716,744,711,737,742,716,498,671,744,744,384,744,720,641,720,216,0,624,620,672,744,726,636,744,526,728,704,416,744,720,744,672
176,68,3123,3101,15102,10271,0.028767123,0.757418836,0.228274963,2015/12/04,2015/12/01,2021/07/31,Water,2500,125,3100.5,155.03,20,1384.52,72.86,220.53,3097.2,2.24,1.81,Ceramic/Sand,HydroProp,40/80,12.5,250,250,2250,50026.75,75552,87438,82881,84972,80403,66144,35526,42057,37761,28635,36045,18348,31524,14889,13962,33447,30453,57249,53511,13338,0,24042,28389,29748,40539,40101,18321,10671,7962,7767,10092,6066,12105,7671,7278,11562,9129,17964,54,0,0,0,0,3,6,0,6,18,12,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1761,1461,3255,939,2952,1767,1179,2196,126,696,696,739,716,744,720,737,741,711,484,667,744,744,528,744,720,664,720,216,0,624,620,696,744,726,636,744,526,728,684,508,744,720,744,696
178,69,3123,3108,15167,10274,0.096825397,0.737903358,0.22866809,2015/12/04,2015/12/01,2021/07/31,Water,2625.9,125.04,3172.7,151.08,21,1463.14,73.15,0,3172.7,2.17,1.79,Ceramic/Sand,HydroProp,40/80,12.52,262.9,262.9,2363,56943.16667,99426,97194,85638,93159,88119,77925,73644,62325,53871,46812,42129,16689,50868,34149,40047,26895,21102,48864,44061,31731,0,40446,37143,35628,37995,44892,30345,5829,6210,9678,5568,5301,4305,4002,4962,6315,5075.5,13383,60,0,0,0,0,6,3,0,6,21,30,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,681,1782,1671,2148,729,1665,1029,1821,97,288,696,738,716,744,720,744,742,714,497,671,744,744,672,744,720,640,672,144,0,624,597,672,744,721,492,332,502,728,116,246,528,720,744,672
180,70,3123,3105,14921,10291,0.057745188,0.743672652,0.228550908,2015/12/04,2015/12/01,2021/07/31,Water,2500.2,125.01,3038.6,151.93,20,1361.2,71.64,0,3020.5,2.23,1.84,Ceramic/Sand,HydroProp,40/80,12.5,250,250,2250.2,52582.66667,103266,87942,85434,87765,75933,76635,56580,42936,49068,46443,37338,34587,34110,6996,7920,25953,32685,44493,25155,27924,0,23364,26043,30435,36519,39096,26574,22149,21372,19059,11832,9885,0,7926,10959,10737,8556.5,19194,54,0,0,0,0,3,3,0,6,15,21,36,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3147,2121,2094,1416,0,1539,2796,1752,93,288,696,739,716,744,720,737,741,715,497,670,744,744,576,744,720,641,696,168,0,624,614,672,744,721,540,384,478,728,612,240,0,600,744,672
182,71,3038,3017,15906,10071,1.197895277,0.779999508,0.280878489,2014/04/27,2014/04/01,2021/06/30,Oil: HAL-My-T-Oil,1200.5,52.2,3730.6,162.2,23,1558.5,70.84,1928.33,3732.04,2.39,0.77,Ceramic/Sand,EconoProp,30/50,25.65,590,590,610.5,24038.66667,96918,95520,0,77436,61023,54837,65670,52155,73884,66753,51735,0,0,83784,58539,47283,32058,53439,33012,41883,71325,33033,19032,25035,25596,14829,21189,27180,13758,23358,18210,23511,37935,32286,9192,11220,22059,0,14364,0,16887,19887,16512,12807,8067,0,0,0,0,0,0,0,642,5655,24039,7638,0,0,0,0,0,0,0,0,0,0,33,33,12,15,9,6,18,86,284,0,11,568,519,412,461,52,443,459,0,0,532,346,683,194,179,481,324,585,680,663,619,686,583,524,715,569,688,439,696,733,625,611,552
183,72,3042,3016,15568,10059,1.004456501,0.795982011,0.286488121,2012/08/08,2012/08/01,2021/06/30,Oil,943.73,58.98,3251.2,203.2,16,1445.4,96.35,0,3251.2,2.25,0.65,Ceramic/Sand,FTec,30/50,27.87,445.89,445.89,497.84,9089.666667,56580,0,0,0,0,0,103407,111831,0,0,0,0,74187,68091,54501,35697,34977,26310,0,0,0,109176,0,57474,0,0,69405,68304,58266,53685,34761,27072,0,28734,14973,10329,19311.5,0,0,0,0,0,0,20550,26649,0,0,0,0,21189,22146,11973,9963,7911,7194,0,0,0,49104,0,19884,0,0,24177,26862,12219,6840,4002,3606,0,6879,5304,2763,115,0,0,0,0,0,344,326,0,0,0,0,215,430,722,643,671,418,0,0,0,16,0,407,0,0,145,88,494,560,647,386,0,478,496,447
184,73,3047,3015,14304,10095,0.920596622,0.788165151,0.275283978,2015/09/30,2015/09/01,2021/07/31,Oil: CWS-DynaGel,1708.1,100.48,5282.3,310.72,17,1164.8,72.79,2038.07,5255,4.53,1.47,Ceramic/Sand,EconoProp,30/50,24.44,415.5,415.5,1292.6,17657.91667,153915,67224,63156,30630,19674,4626,25692,23109,12447,7272,420,0,31716,3333,3162,8856,12162,10227,10809,0,0,0,0,0,34701,12408,4809,15396,11532,3939,6831,10428,9186,9930,7635,4548,8093,0,0,0,0,0,0,0,0,0,0,0,0,42,42,15,0,24,12,3,0,0,0,0,0,0,6,0,0,3,0,3,1281,1092,975,849,774,15,488,445,711,714,696,739,720,744,720,429,0,408,419,621,744,732,672,744,0,0,0,0,0,408,622,545,671,744,616,722,563,720,686,734,606
186,74,3041,3004,19488,10162,0.103239338,0.716816302,0.233430985,2016/08/01,2016/06/01,2021/07/31,Water: SLB-WaterFrac (WF),4483.51,160.13,8253.3,294.76,28,2636.75,96.54,0,8253.3,3.13,1.7,Sand,Sand,40/70,160.13,4483.51,0,4483.51,103358.0833,138243,0,0,182145,183306,176163,187683,189519,179235,160863,88794,90999,81684,88305,91884,91041,0,0,107238,96300,90663,88032,69642,0,34092,38205,39372,44856,47358,55983,61875,63309,62280,60021,57957,54867,60051.5,35217,0,55278,31173,27927,20472,21057,19671,16800,13704,4935,7689,7248,6954,6591,6117,0,0,6705,5355,4965,4197,3369,0,4227,3753,3735,4584,4104,4380,4161,3186,3003,2739,2889,2748,73,0,1,525,539,706,694,732,659,549,254,727,712,739,737,185,0,0,570,743,670,744,293,0,434,743,741,505,741,718,736,744,666,744,716,739
198,75,3041,3015,18868,9985,0.446575908,0.724255654,0.253098717,2016/08/01,2016/06/01,2021/07/31,Water: SLB-WaterFrac (WF),4422.78,157.96,8040.6,287.16,28,2520.68,92.17,0,7988.2,3.19,1.75,Sand,Sand,40/70,157.96,4422.78,0,4422.78,101601.75,102615,0,143064,201291,161223,100854,161397,172242,150288,128856,122838,116823,109995,102192,93987,89943,85797,79344,72795,64149,59808,56859,52398,38889,38589,41976,44367,46362,41595,44991,44406,44454,40869,39195,39090,36987,40833.5,19530,0,26913,28425,20958,18570,15849,13692,10392,7998,6921,6060,5277,4641,4272,3786,3378,3081,2742,2688,2523,2154,1887,1950,2097,1872,1989,1971,2097,2085,1908,1614,1512,1428,1623,1554,98,0,83,668,550,355,690,737,665,741,628,737,713,740,721,718,742,716,744,743,670,744,537,743,708,743,740,509,742,719,737,744,669,744,714,742
200,76,3041,3015,18077,9978,0.769070879,0.724231034,0.270812149,2016/05/01,2016/05/01,2021/07/31,Water: SLB-WaterFrac (WF),6402.24,160.06,14776.1,369.4,40,2219.91,56.26,146.05,15065.83,6.66,2.88,Sand,Sand,40/70,160.06,6402.24,0,6402.24,87045.33333,41181,133050,0,156924,206616,221280,76911,122613,174372,151158,143202,149394,137859,132294,118119,103851,96831,96147,87687,82044,71946,66648,63906,67905,58770,55815,43533,45111,48918,43407,41244,40473,39345,36714,34458,32160,37399,3762,16287,0,24165,27354,29424,13044,23115,27774,20889,17205,15120,12372,10974,9444,7839,6786,6315,5553,4767,4578,4329,3726,3753,3030,2739,3048,2892,3231,2778,2538,2400,1920,1821,1671,1944,56,58,0,141,696,256,113,674,734,662,741,629,737,713,739,743,718,741,716,744,743,671,744,518,743,227,329,738,485,743,717,732,739,669,743,710
202,77,3041,3015,18258,10143,0.607216495,0.724526475,0.262099076,2016/05/01,2016/05/01,2021/07/31,Water: SLB-WaterFrac (WF),6458.27,161.46,11452.6,286.32,40,2186.45,55.4,0,11696.9,5.24,2.95,Sand,Sand,40/70,161.46,6458.27,0,6458.27,96957,53337,149919,0,166575,207930,226554,36252,99732,184368,199488,203178,188700,169884,160170,152454,141774,132045,123801,114873,95517,72081,68256,52350,29100,0,46140,65595,66585,33735,58680,53739,50970,51939,64761,61992,55554,56492.5,5637,21783,0,25284,27117,28791,8169,17610,25629,22293,18462,15060,11586,9999,8928,7566,6402,5529,4830,3834,3717,3651,2889,1545,0,3042,3171,3123,2655,3105,2772,2550,2199,2400,2175,2604,43,52,0,129,691,257,66,650,735,662,741,630,737,713,740,743,719,741,716,744,743,670,744,263,0,684,743,741,496,743,718,737,738,669,738,714
204,78,3095,3067,19747,10057,1.064688916,0.725195319,0.287709085,2017/02/15,2016/12/01,2021/07/31,Slickwater: CWS-600,6840.2,171.01,46146.4,1153.66,40,2732.16,69.12,1182.29,42456.7,16.89,2.5,Sand,Sand,40/70,171.01,6840.2,0,6840.2,131044.75,105822,111867,191613,174918,148953,125406,136347,152148,145935,132105,123555,106959,102336,89664,82761,78252,67944,57201,57735,59823,55503,53538,48438,49197,47031,47937,48453,45213,41118,37842,43989,35991,35634,35748,30345,30693,35400,22680,25878,32988,26703,25284,15501,13671,11220,9132,7824,7341,7452,5628,5646,5343,4542,3873,3864,3552,3450,3465,3405,3063,3267,3138,2607,2532,2403,2394,2265,2385,2214,2175,2298,1911,1920,270,744,624,741,717,742,705,742,742,720,666,717,731,738,670,739,468,744,716,741,741,718,742,717,742,740,627,738,718,741,470,742,740,623,741,718
206,79,3095,3067,20249,10243,0.897552883,0.724563405,0.278001852,2017/02/13,2016/12/01,2021/07/31,Slickwater: CWS-600,6720,168,45793.9,1144.85,40,2903.86,73.48,1590.15,46706.8,15.77,2.31,Sand,Sand,40/70,168,6720,0,6720,160394.1667,135942,123663,194646,190662,189921,163758,155127,131193,205308,199002,180075,167658,154791,136392,124902,116976,91350,76764,76641,67536,61902,66531,66645,60711,56403,54945,52920,50295,46029,45672,34524,44865,47001,47547,39111,36888,41656,31764,26229,30039,27243,29964,19050,16428,13044,12801,10794,10329,10005,7584,7287,6510,5676,9117,5220,4011,3615,3711,4107,3864,3618,3393,2751,2610,2535,2538,2586,1857,2772,2613,2550,1995,1932,321,744,655,740,716,741,718,736,736,719,565,718,730,736,670,738,469,744,717,740,741,715,742,716,744,742,659,740,720,742,436,741,742,712,728,671
208,80,2944,2926,17792,10169,2.071125265,0.609936644,0.313398477,2014/04/01,2014/04/01,2021/07/31,Water: SLB-WaterFrac (WF),3105.96,115.04,4412,163.41,27,2163.33,81.74,1447.39,4456.9,2.04,1.44,Sand,Sand,0,115.04,3105.96,0,3105.96,203317.0833,270639,315156,204828,235377,215979,258312,269202,268935,266565,236841,218355,194628,152763,216237,194094,205401,218610,194202,185685,175116,151383,140754,140340,141939,151902,132252,132354,155574,152583,150780,144816,105303,92844,86463,78966,74739,97188.5,33213,13575,246,18,3,0,0,21,0,16914,14661,13836,32106,35340,19785,20727,17871,14196,12843,12399,9918,9432,8706,6411,5481,4833,6537,9267,12798,12693,8790,5226,4191,3600,3192,2922,250,690,720,744,576,611,666,604,696,402,623,556,88,677,700,684,601,631,655,694,727,689,366,645,676,727,667,732,681,669,487,716,731,739,655,728
210,81,2948,2930,17454,10203,69.7826087,0.598357023,0.309644862,2013/10/22,2013/10/01,2021/07/31,Water: SLB-WaterFrac (WF),3214.97,169.21,4995,262.89,19,2099.39,113.04,404,4995,2.38,1.53,Ceramic/Sand,HydroProp,40/80,10.26,195,195,2026,120830,12,9,0,0,294132,311316,152148,107676,262230,283383,284472,259602,262266,265053,246108,220905,192786,196473,160053,91566,181788,198744,197166,178755,176307,175104,124362,140850,142380,151275,179676,169215,142239,138651,128319,126489,147431.5,186,12864,0,0,0,0,0,4032,0,0,0,0,0,0,0,19344,14394,12633,15609,27486,18840,16437,13995,10809,10476,10389,7326,7467,8103,5901,4497,3762,3693,3351,3717,3714,240,300,0,0,112,696,589,658,554,580,522,677,684,650,724,676,397,716,413,697,703,531,605,618,625,563,678,633,269,641,698,715,711,736,682,702
211,82,3095,3067,18947,10227,0.163505155,0.725379969,0.297718725,2017/02/22,2016/12/01,2021/07/31,Slickwater: CWS-600,6788,169.7,45684.1,1142.1,40,2533.96,64.01,2061.39,45684.09,18.03,2.68,Sand,Sand,40/70,169.7,6788,0,6788,126861.75,120495,105921,190305,166407,124497,158784,171402,142527,122181,108801,107238,102939,86385,67263,57624,48714,33207,33255,33081,38910,35112,30759,27852,10731,20010,27879,26955,17745,13698,14139,11817,11502,15186,17376,24141,26952,17829,28803,24687,29853,25290,22068,14379,13188,10380,8574,7170,7128,6672,4611,4275,3708,3060,3012,2622,2412,2778,2529,2358,2145,1389,2013,1869,1767,1347,1329,1389,1152,1272,1449,1533,1800,1851,331,744,672,738,717,740,719,742,742,719,449,718,732,739,670,739,470,690,701,733,742,712,742,717,744,742,664,739,718,733,463,728,742,716,739,719
213,83,3095,3067,18435,10026,0.173949058,0.725129665,0.298270616,2017/02/22,2016/12/01,2021/07/31,Slickwater: CWS-600,6521,163.03,39598.9,989.97,40,2429.88,61.36,2452.9,39598.9,16.3,2.68,Sand,Sand,40/70,163.03,6521,0,6521,121539.25,132564,113616,197625,147795,123999,124347,157545,134832,120552,108015,102447,83727,82683,76530,71457,69447,77904,62298,61230,60102,58320,56598,50862,60081,53556,52599,53748,55323,54309,52137,58698,51006,49224,49320,45414,43293,49492.5,30411,25011,31302,23409,22095,12972,11778,9627,7827,6612,6312,5964,4527,4650,4539,4020,4230,3834,3411,3207,3216,3177,2889,3204,3021,2496,2415,2445,2502,2427,2487,2349,2319,2277,2109,1950,331,744,624,739,715,738,718,742,742,719,667,718,733,735,670,739,457,744,716,741,741,718,742,717,744,741,665,740,720,742,470,742,742,710,739,719
215,84,3095,3067,17785,10061,0.342105263,0.72581082,0.307766165,2017/02/25,2016/12/01,2021/07/31,Slickwater: CWS-600,6843.7,171.09,45690.8,1142.27,40,2238.5,56.42,2538.9,45805.4,20.41,3.06,Sand,Sand,40/70,171.09,6843.7,0,6843.7,116563.0833,123813,110208,219801,137616,109146,147150,130539,110598,107658,102285,93276,84744,77955,65847,59430,54837,56304,47595,44238,42102,35727,53661,50307,49224,46614,44604,35283,32790,31488,28941,29733,24900,27033,24927,21054,23340,25164.5,34644,22866,26526,21756,18204,12792,10923,8784,7359,6327,5781,5919,4485,4299,3906,3309,3924,2955,2547,2373,2163,3072,2475,2499,2361,1971,1866,1782,1854,1764,1200,1590,1653,1437,1293,1389,331,744,672,740,701,739,719,742,742,719,634,718,732,736,670,739,719,743,716,741,689,683,742,717,744,735,664,741,719,742,464,728,742,714,737,717
219,85,3094,3067,15932,10097,0.962848297,0.7264017,0.342342513,2016/12/01,2016/11/01,2021/07/31,Slickwater: CWS-600,5469.31,165.74,40086.01,1214.73,33,1635.21,50.45,0,40086,24.51,3.34,Sand,Sand,40/70,165.74,5469.31,0,5469.31,97415.16667,93771,174021,127836,113073,131478,108321,92766,88029,81075,81534,75801,78513,68313,68046,61572,57333,55584,54057,50649,49182,50328,57555,48672,47559,46521,44688,45219,44373,42303,39069,37140,43800,38292,37188,36966,33411,37799.5,24531,41151,20571,15759,15093,13932,8466,7434,6342,5523,4770,4524,4656,3588,3726,3534,2841,2607,2502,2259,2202,2334,2328,2055,2172,2136,2004,2043,1839,1641,1584,1728,1131,1143,1101,282,241,711,739,647,735,652,738,719,742,741,719,683,719,729,715,669,739,719,743,717,741,742,718,742,717,738,735,664,734,718,741,474,742,741,698,741
